Linux 7.0.10-arch1-1 (archlinux) 	06/03/2026 	_x86_64_	(4 CPU)

03:39:50 AM  pgpgin/s pgpgout/s   fault/s  majflt/s  pgfree/s pgscank/s pgscand/s pgsteal/s  pgprom/s   pgdem/s
03:39:55 AM   2298.40      0.00 198552.80      1.80    477.60      0.00      0.00      0.00      0.00      0.00
04:49:50 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:49:55 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:50:00 AM      1.60      0.00      0.40      0.20      4.00      0.00      0.00      0.00      0.00      0.00
04:50:05 AM      0.00     38.40      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:50:10 AM      0.00    196.80      0.00      0.00    121.20      0.00      0.00     15.00      0.00      0.00
04:50:15 AM      0.00      4.80      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:50:20 AM      0.00     64.80      0.00      0.00    122.40      0.00      0.00     16.20      0.00      0.00
04:50:25 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:50:30 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:50:35 AM      1.60      0.00      1.20      1.00      3.99      0.00      0.00      0.00      0.00      0.00
04:50:40 AM      0.00     94.40      0.00      0.00     62.80      0.00      0.00     15.60      0.00      0.00
04:50:45 AM      0.00    124.00      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
04:50:50 AM      0.00      5.60      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:50:55 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:51:00 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:51:05 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:51:10 AM      0.00      0.00      0.20      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:51:15 AM      0.00     38.40      0.20      0.00      0.40      0.00      0.00      0.00      0.00      0.00
04:51:20 AM      0.00    136.80      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:51:25 AM      0.00      4.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:51:30 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:51:35 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:51:40 AM      0.00      0.00      0.20      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:51:45 AM      0.00     66.40      0.00      0.00     17.20      0.00      0.00     16.60      0.00      0.00
04:51:50 AM      0.00     32.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:51:55 AM      0.00    150.40      0.00      0.00     11.00      0.00      0.00      6.60      0.00      0.00
04:52:00 AM      0.00      4.80      0.00      0.00      4.40      0.00      0.00      0.00      0.00      0.00
04:52:05 AM      0.00      0.00      0.00      0.00      4.40      0.00      0.00      0.00      0.00      0.00
04:52:10 AM  20612.00  11613.60   5158.80   5153.00   3204.60  21091.20   1681.00   2916.00      0.00      0.00
04:52:15 AM 240813.60 161535.20  59765.00  59305.60  65460.00  88319.00  20795.40  56735.20      0.00      0.00
04:52:20 AM     44.00      0.00      4.60      0.60      4.60      0.00      0.00      0.00      0.00      0.00
04:52:25 AM      9.60     70.40      1.00      1.00      4.00      0.00      0.00      0.00      0.00      0.00
04:52:30 AM     28.80    204.00      8.80      3.20      5.40      0.00      0.00      0.00      0.00      0.00
04:52:35 AM    368.00      4.80    101.60     97.40      8.40      0.00      0.00      0.00      0.00      0.00
04:52:40 AM      0.80     20.00      0.20      0.20      4.00      0.00      0.00      0.00      0.00      0.00
04:52:45 AM     77.60      0.00      7.80      3.80      1.60      0.00      0.00      0.00      0.00      0.00
04:52:50 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:52:55 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:53:00 AM      2.40    207.20      0.60      0.60      3.80      0.00      0.00      0.00      0.00      0.00
04:53:05 AM  51498.40   3634.40  12914.40  12874.60   9955.80  10742.40      0.00   9737.40      0.00      0.00
04:53:10 AM      0.80      4.80      0.20      0.20      3.80      0.00      0.00      0.00      0.00      0.00
04:53:15 AM    546.40      0.00      3.00      1.80      0.80      0.00      0.00      0.00      0.00      0.00
04:53:20 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:53:25 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:53:30 AM    244.00     38.40     10.60      6.20     11.60      0.00      0.00      0.00      0.00      0.00
04:53:35 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:53:40 AM      0.00    136.80      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:53:45 AM     44.71      3.99      0.60      0.60      0.40      0.00      0.00      0.00      0.00      0.00
04:53:50 AM      0.80      0.00      0.20      0.20      4.00      0.00      0.00      0.00      0.00      0.00
04:53:55 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:54:00 AM      0.80    248.00  30773.00  30772.60  29913.80  94567.80  14583.20  29851.60      0.00      0.00
04:54:05 AM   4268.00   3015.20  12686.40  12686.40  14773.40  35480.00   6032.20  14685.20      0.00      0.00
04:54:10 AM      0.00     32.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:54:15 AM   3062.40    354.40   9693.20     72.40  16883.60  17118.40    294.40  15109.60      0.00      0.00
04:54:20 AM      0.00      5.60      0.00      0.00      7.80      0.00      0.00      0.00      0.00      0.00
04:54:25 AM      0.00      0.00      0.00      0.00  12384.40      0.00      0.00      0.00      0.00      0.00
04:54:30 AM     20.00      0.00      0.40      0.40      3.80      0.00      0.00      0.00      0.00      0.00
04:54:35 AM   1044.00      0.00     18.00      5.00      5.00      0.00      0.00      0.00      0.00      0.00
04:54:40 AM    709.60      0.00      1.40      0.40      3.80      0.00      0.00      0.00      0.00      0.00
04:54:45 AM      0.00     38.40      0.40      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:54:50 AM      0.00    136.80      0.00      0.00      8.60      0.00      0.00      0.00      0.00      0.00
04:54:55 AM     77.60      4.80      0.20      0.20      5.60      0.00      0.00      0.00      0.00      0.00
04:55:00 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:55:05 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:55:10 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:55:15 AM      0.00      0.00      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
04:55:20 AM      0.00     32.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:55:25 AM      0.00    117.60      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:55:30 AM      0.00      4.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:55:35 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:55:40 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:55:45 AM      0.00      0.00      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
04:55:50 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:55:55 AM      0.00     38.40      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:56:00 AM      0.00    130.40      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:56:05 AM     23.20      4.80     13.60      5.80      4.00      0.00      0.00      0.00      0.00      0.00
04:56:10 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:56:15 AM      0.00      0.00      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:56:20 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:56:25 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:56:30 AM      0.00     32.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:56:35 AM      0.00    117.60      2.20      2.20      4.00      0.00      0.00      0.00      0.00      0.00
04:56:40 AM      0.00      4.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:56:45 AM     81.60      0.00      1.60      0.80      1.40      0.00      0.00      0.00      0.00      0.00
04:56:50 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:56:55 AM    684.00      0.00      7.40      0.60      4.20      0.00      0.00      0.00      0.00      0.00
04:57:00 AM      0.00      0.00      0.40      0.00      4.60      0.00      0.00      0.00      0.00      0.00
04:57:05 AM      0.00     38.40      0.20      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:57:10 AM    902.40    136.80   8306.40   8166.20     16.80      0.00      0.00      0.00      0.00      0.00
04:57:15 AM      0.00      4.00      0.00      0.00      1.20      0.00      0.00      0.00      0.00      0.00
04:57:20 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:57:25 AM      0.00      0.00      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:57:30 AM      0.00     38.40      5.00      0.00      7.40      0.00      0.00      0.00      0.00      0.00
04:57:35 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:57:40 AM      0.00    223.20      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:57:45 AM      0.00      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00
04:57:50 AM      0.00      6.40      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:57:55 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:58:00 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:58:05 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:58:10 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:58:15 AM      0.00     38.32      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
04:58:20 AM      0.00    130.40      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:58:25 AM      0.00      4.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:58:30 AM      0.80      0.00      0.60      0.20     10.60      0.00      0.00      0.00      0.00      0.00
04:58:35 AM    342.40      0.00      7.00      6.40      4.20      0.00      0.00      0.00      0.00      0.00
04:58:40 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:58:45 AM      0.00      0.00      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
04:58:50 AM      0.00     32.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:58:55 AM      0.00    117.60      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:59:00 AM      0.00      4.80      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:59:05 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:59:10 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:59:15 AM      2.40      0.00    285.40      1.00    208.60      0.00      0.00      0.00      0.00      0.00
04:59:20 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:59:25 AM      0.00     38.40      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:59:30 AM      0.00    130.40      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
04:59:35 AM      0.00      4.80      0.20      0.00      3.80      0.00      0.00      0.00      0.00      0.00
04:59:40 AM      0.00      0.00      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
04:59:45 AM      0.00      0.00      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
04:59:50 AM      0.00      0.00      0.00      0.00      6.40      0.00      0.00      0.00      0.00      0.00
04:59:55 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:00:00 AM      0.00     32.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
05:00:05 AM      1.60    117.60      0.60      0.40      4.00      0.00      0.00      0.00      0.00      0.00
05:00:10 AM      0.00      4.80      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:00:15 AM      9.60   5584.80  19602.60  19386.40  13295.00 129648.80  63547.20  13252.80      0.00      0.00
05:00:20 AM   1719.20  83803.20  29735.80  29431.60  30454.40  60987.20  23557.40  30289.40      0.00      0.00
05:00:25 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
05:00:30 AM      1.60      0.00      0.40      0.40      3.80      0.00      0.00      0.00      0.00      0.00
05:00:35 AM   2721.60     38.40    492.60    281.60     23.40      0.00      0.00      0.00      0.00      0.00
05:00:40 AM      0.00    130.40      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
05:00:45 AM      0.00      4.00      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
05:00:50 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
05:00:55 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:01:00 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
05:01:05 AM      0.80      0.00      0.20      0.20      3.80      0.00      0.00      0.00      0.00      0.00
05:01:10 AM  74885.60  89992.00  19358.00  18721.40  22983.20  26809.40      0.00  22761.20      0.00      0.00
05:01:15 AM      0.80    117.60      0.40      0.20      0.40      0.00      0.00      0.00      0.00      0.00
05:01:20 AM      0.00      4.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
05:01:25 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:01:30 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:01:35 AM      0.00      0.00      0.40      0.00      4.00      0.00      0.00      0.00      0.00      0.00
05:01:40 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:01:45 AM      0.00     38.40      0.00      0.00      0.80      0.00      0.00      0.00      0.00      0.00
05:01:50 AM      0.00    130.14      0.00      0.00      3.79      0.00      0.00      0.00      0.00      0.00
05:01:55 AM    806.40      5.60      4.20      1.40      4.40      0.00      0.00      0.00      0.00      0.00
05:02:00 AM      5.60      0.00      2.20      1.40      4.40      0.00      0.00      0.00      0.00      0.00
05:02:05 AM 162340.80 145725.60  40672.40  40583.40  37587.80 106887.00  47552.40  37255.00      0.00      0.00
05:02:10 AM 112667.20  91412.80  27420.40  27155.80  28726.20  46131.20   2768.80  27918.40      0.00      0.00
05:02:15 AM     61.60      0.00      4.00      1.80      0.80      0.00      0.00      0.00      0.00      0.00
05:02:20 AM      0.00     64.00      0.00      0.00      4.20      0.00      0.00      0.00      0.00      0.00
05:02:25 AM     10.40    149.60      0.40      0.40      4.20      0.00      0.00      0.00      0.00      0.00
05:02:30 AM      0.00     39.20      5.20      0.00      5.20      0.00      0.00      0.00      0.00      0.00
05:02:35 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:02:40 AM    546.40  17960.80     14.40      5.60   5076.60   5248.00      0.00   5072.40      0.00      0.00
05:02:45 AM      0.00      0.00      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00
05:02:50 AM      0.00     70.40      0.20      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:02:55 AM      8.80      0.00      0.80      0.20      4.00      0.00      0.00      0.00      0.00      0.00
05:03:00 AM      6.40    156.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:03:05 AM      0.00      4.80      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
05:03:10 AM      0.80      0.00      0.20      0.20      3.80      0.00      0.00      0.00      0.00      0.00
05:03:15 AM      0.00      0.00      0.20      0.00      0.60      0.00      0.00      0.00      0.00      0.00
05:03:20 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:03:25 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
05:03:30 AM     85.60     32.00      7.40      1.80     10.40      0.00      0.00      0.00      0.00      0.00
05:03:35 AM      0.00    117.60      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:03:40 AM      0.00      4.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
05:03:45 AM      0.00      0.00      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
05:03:50 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
05:03:55 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:04:00 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
05:04:05 AM      0.00     38.40      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:04:10 AM      7.20    130.40      3.40      2.00      4.20      0.00      0.00      0.00      0.00      0.00
05:04:15 AM     78.40      4.00    302.60     19.60    104.00      0.00      0.00      0.00      0.00      0.00
05:04:20 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:04:25 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
05:04:30 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:04:35 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
05:04:40 AM      0.00     32.00      2.20      2.20      3.80      0.00      0.00      0.00      0.00      0.00
05:04:45 AM      0.00    117.60      0.00      0.00      1.40      0.00      0.00      0.00      0.00      0.00
05:04:50 AM      0.00      4.00      0.20      0.00      4.00      0.00      0.00      0.00      0.00      0.00
05:04:55 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
05:05:00 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:05:05 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:05:10 AM      0.00      0.00      0.00      0.00      3.99      0.00      0.00      0.00      0.00      0.00
05:05:15 AM     10.40     38.40   4737.60   4481.60     11.00      0.00      0.00      0.00      0.00      0.00
05:05:20 AM      0.00    130.40      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
05:05:25 AM      3.20      8.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:05:30 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
05:05:35 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:05:40 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
05:05:45 AM      0.00    261.60      0.00      0.00    910.60      0.00      0.00     65.40      0.00      0.00
05:05:50 AM      0.00     32.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
05:05:55 AM      0.00    117.60      0.00      0.00    919.20      0.00      0.00      0.00      0.00      0.00
05:06:00 AM      0.00      4.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:06:05 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
05:06:10 AM      0.00    324.00      0.00      0.00   2070.00      0.00      0.00     81.00      0.00      0.00
05:06:15 AM      0.00      0.00      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
05:06:20 AM      0.00    339.20      0.00      0.00   1850.60      0.00      0.00     84.80      0.00      0.00
05:06:25 AM      0.00     38.40      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:06:30 AM      0.00    467.20      0.00      0.00   1775.20      0.00      0.00     84.20      0.00      0.00
05:06:35 AM      0.00      4.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:06:40 AM      2.40    282.40      2.80      2.80   1818.80      0.00      0.00     70.60      0.00      0.00
05:06:45 AM      0.00      0.00      0.00      0.00      0.40      0.00      0.00      0.00      0.00      0.00
05:06:50 AM      0.00    343.20      0.00      0.00   1771.60      0.00      0.00     85.80      0.00      0.00
05:06:55 AM      0.00      0.00      0.80      0.00      4.20      0.00      0.00      0.00      0.00      0.00
05:07:00 AM      0.80    334.40      0.20      0.20   1769.00      0.00      0.00     75.60      0.00      0.00
05:07:05 AM      0.00    117.60      0.00      0.00      8.20      0.00      0.00      0.00      0.00      0.00
05:07:10 AM    264.00    274.40      6.00      0.80   1763.00      0.00      0.00     67.60      0.00      0.00
05:07:15 AM    143.20      0.00      0.40      0.20      0.80      0.00      0.00      0.00      0.00      0.00
05:07:20 AM      0.00      0.00      0.00      0.00   1506.80      0.00      0.00      0.00      0.00      0.00
05:07:25 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
05:07:30 AM      0.80    924.80      5.80      0.40   2268.80      0.00      0.00    221.40      0.00      0.00
05:07:35 AM      0.00     70.40      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
05:07:40 AM      0.00    506.40      0.00      0.00   1436.20      0.00      0.00     85.00      0.00      0.00
05:07:45 AM      0.00      4.80      0.00      0.00      1.00      0.00      0.00      0.00      0.00      0.00
05:07:50 AM      0.00   1298.40      0.00      0.00   1146.40      0.00      0.00    324.60      0.00      0.00
05:07:55 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:08:00 AM      0.00    288.80      0.00      0.00    102.00      0.00      0.00     72.20      0.00      0.00
05:08:05 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:08:10 AM      0.00    168.80      0.00      0.00      4.80      0.00      0.00      0.00      0.00      0.00
05:08:15 AM      0.00      0.00      0.00      0.00    423.00      0.00      0.00      0.00      0.00      0.00
05:08:20 AM 144335.33 119537.72  36224.15  36083.83  35635.13  77642.71  18734.13  35560.88      0.00      0.00
05:08:25 AM  23371.20  39607.20   5613.20   5576.80  10905.40   9897.80   1113.60  10264.80      0.00      0.00
05:08:30 AM   2951.20      0.00     10.00      2.40     41.40      0.00      0.00      0.00      0.00      0.00
05:08:35 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:08:40 AM      0.00      0.00      6.40      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:08:45 AM      0.00     38.40      0.00      0.00      1.40      0.00      0.00      0.00      0.00      0.00
05:08:50 AM      0.00    130.40      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:08:55 AM      0.00      5.60      0.40      0.00      4.20      0.00      0.00      0.00      0.00      0.00
05:09:00 AM      0.00      0.00      0.00      0.00    311.00      0.00      0.00      0.00      0.00      0.00
05:09:05 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
05:09:10 AM      0.00      0.00      0.00      0.00    823.00      0.00      0.00      0.00      0.00      0.00
05:09:15 AM  18837.60  12776.80   4805.80   4709.40   5729.40   5312.00      0.00   5075.40      0.00      0.00
05:09:20 AM    783.20     32.00    284.60      3.00   3301.40      0.00      0.00      0.00      0.00      0.00
05:09:25 AM      0.00    117.60      0.00      0.00     13.40      0.00      0.00      0.00      0.00      0.00
05:09:30 AM      0.00      4.00      0.00      0.00    823.20      0.00      0.00      0.00      0.00      0.00
05:09:35 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:09:40 AM      0.80      0.00      0.20      0.20      4.00      0.00      0.00      0.00      0.00      0.00
05:09:45 AM      0.00      0.00      0.00      0.00   1660.20      0.00      0.00      0.00      0.00      0.00
05:09:50 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
05:09:55 AM      0.00     38.40      0.00      0.00   1026.00      0.00      0.00      0.00      0.00      0.00
05:10:00 AM      0.80    130.40      0.20      0.20      8.60      0.00      0.00      0.00      0.00      0.00
05:10:05 AM      0.00      4.00      0.00      0.00   1507.40      0.00      0.00      0.00      0.00      0.00
05:10:10 AM      0.00      0.00      0.20      0.00      4.60      0.00      0.00      0.00      0.00      0.00
05:10:15 AM      0.00      0.00      0.00      0.00   1000.60      0.00      0.00      0.00      0.00      0.00
05:10:20 AM 163216.80 217248.00  59556.80  59130.00  69257.60 131914.60  57157.80  68877.60      0.00      0.00
05:10:25 AM     40.80      0.00      3.60      1.20    823.80      0.00      0.00      0.00      0.00      0.00
05:10:30 AM      0.00     32.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:10:35 AM      9.60    117.60      0.00      0.00   2376.40      0.00      0.00      0.00      0.00      0.00
05:10:40 AM    145.60      4.80      8.80      8.40      6.20      0.00      0.00      0.00      0.00      0.00
05:10:45 AM      1.60      0.00   1865.40   1797.80   1413.80      0.00      0.00      0.00      0.00      0.00
05:10:50 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
05:10:55 AM      0.00      0.00      0.00      0.00   1236.60      0.00      0.00      0.00      0.00      0.00
05:11:00 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
05:11:05 AM      0.00     38.40      0.00      0.00   1638.60      0.00      0.00      0.00      0.00      0.00
05:11:10 AM      6.40    130.40      0.00      0.00     10.40      0.00      0.00      0.00      0.00      0.00
05:11:15 AM      0.00      4.80      0.00      0.00   1650.80      0.00      0.00      0.00      0.00      0.00
05:11:20 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
05:11:25 AM      0.00      0.00      0.00      0.00   1542.20      0.00      0.00      0.00      0.00      0.00
05:11:30 AM      0.00      0.00      0.00      0.00     12.60      0.00      0.00      0.00      0.00      0.00
05:11:35 AM    101.60      0.00      0.40      0.20   1635.00      0.00      0.00      0.00      0.00      0.00
05:11:40 AM      0.00     32.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:11:45 AM      0.00    478.40      0.00      0.00   1424.60      0.00      0.00     90.20      0.00      0.00
05:11:50 AM      0.00      4.80      0.20      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:11:55 AM    182.40   1082.40      5.00      2.60    769.80      0.00      0.00    270.60      0.00      0.00
05:12:00 AM      1.60      0.00      0.40      0.40    694.20      0.00      0.00      0.00      0.00      0.00
05:12:05 AM    537.33      0.00      3.39      1.80      5.79      0.00      0.00      0.00      0.00      0.00
05:12:10 AM     96.80      0.00     25.40     12.80      9.00      0.00      0.00      0.00      0.00      0.00
05:12:15 AM      0.00     70.40      0.00      0.00      0.60      0.00      0.00      0.00      0.00      0.00
05:12:20 AM      0.80    156.00      1.40      0.20     13.60      0.00      0.00      0.00      0.00      0.00
05:12:25 AM      0.00      4.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:12:30 AM      1.60     34.40      5.80      0.40      6.00      0.00      0.00      0.00      0.00      0.00
05:12:35 AM      0.00      0.00      0.00      0.00      3.80      0.00      0.00      0.00      0.00      0.00
05:12:40 AM      0.00     20.00      2.20      2.20      4.00      0.00      0.00      0.00      0.00      0.00
05:12:45 AM      0.00     64.00      0.00      0.00      0.80      0.00      0.00      0.00      0.00      0.00
05:12:50 AM      2.40    143.20      1.20      0.60      3.80      0.00      0.00      0.00      0.00      0.00
05:12:55 AM      0.00      0.00      0.00      0.00      4.00      0.00      0.00      0.00      0.00      0.00
05:13:00 AM      0.00    364.80      0.00      0.00    299.40      0.00      0.00     89.80      0.00      0.00
